,ctry_cd,country,item_cd,item,origin,population,Fat supply quantity (g/capita/day),Food supply (kcal/capita/day),Food supply quantity (kg/capita/yr),Protein supply quantity (g/capita/day)
2396,44,Colombia,2570,"Oilcrops, Other",vegetal,48321000,0.0,0.0,0.0,0.0
2397,44,Colombia,2571,Soyabean Oil,vegetal,48321000,15.86,141.0,5.71,0.05
2398,44,Colombia,2572,Groundnut Oil,vegetal,48321000,0.0,0.0,0.0,
2399,44,Colombia,2573,Sunflowerseed Oil,vegetal,48321000,1.44,13.0,0.53,
2400,44,Colombia,2574,Rape and Mustard Oil,vegetal,48321000,0.74,7.0,0.27,
2401,44,Colombia,2575,Cottonseed Oil,vegetal,48321000,0.41,4.0,0.15,
2402,44,Colombia,2576,Palmkernel Oil,vegetal,48321000,1.86,16.0,0.68,
2403,44,Colombia,2577,Palm Oil,vegetal,48321000,18.97,168.0,6.93,
2404,44,Colombia,2578,Coconut Oil,vegetal,48321000,0.0,0.0,0.0,
2405,44,Colombia,2579,Sesameseed Oil,vegetal,48321000,0.08,1.0,0.03,
2406,44,Colombia,2580,Olive Oil,vegetal,48321000,0.23,2.0,0.08,
2407,44,Colombia,2582,Maize Germ Oil,vegetal,48321000,1.39,12.0,0.51,
2408,44,Colombia,2586,"Oilcrops Oil, Other",vegetal,48321000,0.0,0.0,0.0,
2409,44,Colombia,2601,Tomatoes and products,vegetal,48321000,0.12,8.0,14.58,0.33
2410,44,Colombia,2602,Onions,vegetal,48321000,0.05,10.0,8.79,0.31
2411,44,Colombia,2605,"Vegetables, Other",vegetal,48321000,0.11,14.0,18.89,0.58
2412,44,Colombia,2611,"Oranges, Mandarines",vegetal,48321000,0.02,7.0,7.57,0.12
2413,44,Colombia,2612,"Lemons, Limes and products",vegetal,48321000,0.01,1.0,2.44,0.04
2414,44,Colombia,2613,Grapefruit and products,vegetal,48321000,,0.0,0.01,
2415,44,Colombia,2614,"Citrus, Other",vegetal,48321000,0.07,10.0,13.51,0.18
2416,44,Colombia,2615,Bananas,vegetal,48321000,0.03,18.0,10.56,0.23
2417,44,Colombia,2616,Plantains,vegetal,48321000,0.15,132.0,53.11,1.16
2418,44,Colombia,2617,Apples and products,vegetal,48321000,0.02,3.0,2.25,0.02
2419,44,Colombia,2618,Pineapples and products,vegetal,48321000,0.03,8.0,9.93,0.05
2420,44,Colombia,2619,Dates,vegetal,48321000,,0.0,0.0,
2421,44,Colombia,2620,Grapes and products (excl wine),vegetal,48321000,0.01,2.0,1.35,0.02
2422,44,Colombia,2625,"Fruits, Other",vegetal,48321000,1.72,55.0,44.79,0.63
2423,44,Colombia,2630,Coffee and products,vegetal,48321000,,2.0,1.69,0.14
2424,44,Colombia,2633,Cocoa Beans and products,vegetal,48321000,0.49,6.0,0.88,0.18
2425,44,Colombia,2635,Tea (including mate),vegetal,48321000,,0.0,0.04,0.01
2426,44,Colombia,2640,Pepper,vegetal,48321000,0.0,0.0,0.01,0.0
2427,44,Colombia,2642,Cloves,vegetal,48321000,0.0,0.0,0.0,0.0
2428,44,Colombia,2645,"Spices, Other",vegetal,48321000,0.19,4.0,0.47,0.14
2429,44,Colombia,2655,Wine,vegetal,48321000,,1.0,0.35,
2430,44,Colombia,2656,Beer,vegetal,48321000,,41.0,41.77,0.34
2431,44,Colombia,2657,"Beverages, Fermented",vegetal,48321000,,0.0,0.0,
2432,44,Colombia,2658,"Beverages, Alcoholic",vegetal,48321000,,18.0,2.27,
2433,44,Colombia,2680,Infant food,vegetal,48321000,0.01,2.0,0.16,0.07
2434,44,Colombia,2731,Bovine Meat,animal,48321000,7.69,96.0,16.36,6.23
2435,44,Colombia,2732,Mutton & Goat Meat,animal,48321000,0.05,1.0,0.21,0.08
2436,44,Colombia,2733,Pigmeat,animal,48321000,3.36,39.0,6.51,1.94
2437,44,Colombia,2734,Poultry Meat,animal,48321000,6.6,95.0,27.57,8.23
2438,44,Colombia,2735,"Meat, Other",animal,48321000,0.01,0.0,0.15,0.07
2439,44,Colombia,2736,"Offals, Edible",animal,48321000,0.21,8.0,2.9,1.46
2440,44,Colombia,2737,"Fats, Animals, Raw",animal,48321000,2.28,20.0,1.05,0.04
2441,44,Colombia,2740,"Butter, Ghee",animal,48321000,0.95,8.0,0.43,0.01
2442,44,Colombia,2743,Cream,animal,48321000,0.01,0.0,0.02,0.0
2443,44,Colombia,2744,Eggs,animal,48321000,2.54,38.0,10.78,2.93
2444,44,Colombia,2745,Honey,vegetal,48321000,,0.0,0.04,0.0
2445,44,Colombia,2761,Freshwater Fish,animal,48321000,0.2,5.0,3.14,0.87
2446,44,Colombia,2762,Demersal Fish,animal,48321000,0.0,0.0,0.12,0.02
2447,44,Colombia,2763,Pelagic Fish,animal,48321000,0.35,7.0,2.6,0.79
2448,44,Colombia,2764,"Marine Fish, Other",animal,48321000,0.02,0.0,0.15,0.06
2449,44,Colombia,2765,Crustaceans,animal,48321000,0.0,0.0,0.09,0.03
2450,44,Colombia,2766,Cephalopods,animal,48321000,0.0,0.0,0.09,0.04
2451,44,Colombia,2767,"Molluscs, Other",animal,48321000,0.0,0.0,0.04,0.0
2452,44,Colombia,2769,"Aquatic Animals, Others",animal,48321000,0.0,0.0,0.0,0.0
2453,44,Colombia,2775,Aquatic Plants,animal,48321000,0.0,0.0,0.0,0.0
2454,44,Colombia,2781,"Fish, Body Oil",animal,48321000,0.0,0.0,0.0,0.0
2455,44,Colombia,2782,"Fish, Liver Oil",animal,48321000,0.0,0.0,0.0,0.0
2456,44,Colombia,2805,Rice (Milled Equivalent),vegetal,48321000,0.47,285.0,28.02,5.63
2457,44,Colombia,2848,Milk - Excluding Butter,animal,48321000,8.89,179.0,108.47,10.68
2458,44,Colombia,2899,Miscellaneous,vegetal,48321000,0.01,1.0,,0.02
2459,46,Congo,2511,Wheat and products,vegetal,4448000,1.97,317.0,40.07,9.2
2460,46,Congo,2513,Barley and products,vegetal,4448000,,23.0,4.03,0.37
2461,46,Congo,2514,Maize and products,vegetal,4448000,0.36,34.0,3.65,0.88
2462,46,Congo,2515,Rye and products,vegetal,4448000,,0.0,0.0,
2463,46,Congo,2516,Oats,vegetal,4448000,0.01,1.0,0.14,0.03
2464,46,Congo,2520,"Cereals, Other",vegetal,4448000,0.0,0.0,0.0,0.0
2465,46,Congo,2531,Potatoes and products,vegetal,4448000,0.0,4.0,2.07,0.08
2466,46,Congo,2532,Cassava and products,vegetal,4448000,0.87,717.0,247.3,4.43
2467,46,Congo,2533,Sweet potatoes,vegetal,4448000,0.01,5.0,1.72,0.06
2468,46,Congo,2534,"Roots, Other",vegetal,4448000,0.06,28.0,11.45,0.5
2469,46,Congo,2535,Yams,vegetal,4448000,0.02,9.0,3.14,0.11
2470,46,Congo,2536,Sugar cane,vegetal,4448000,,1.0,1.12,0.01
2471,46,Congo,2542,Sugar (Raw Equivalent),vegetal,4448000,,170.0,17.35,
2472,46,Congo,2543,"Sweeteners, Other",vegetal,4448000,,1.0,0.3,
2473,46,Congo,2546,Beans,vegetal,4448000,0.09,18.0,1.95,1.18
2474,46,Congo,2547,Peas,vegetal,4448000,0.06,12.0,1.31,0.81
2475,46,Congo,2549,"Pulses, Other and products",vegetal,4448000,0.0,0.0,0.0,0.0
2476,46,Congo,2551,Nuts and products,vegetal,4448000,0.04,0.0,0.07,0.01
2477,46,Congo,2555,Soyabeans,vegetal,4448000,0.0,0.0,0.0,0.0
2478,46,Congo,2556,Groundnuts (Shelled Eq),vegetal,4448000,3.7,45.0,3.01,1.91
2479,46,Congo,2558,Rape and Mustardseed,vegetal,4448000,0.0,0.0,0.0,0.0
2480,46,Congo,2560,Coconuts - Incl Copra,vegetal,4448000,0.38,4.0,0.81,0.04
2481,46,Congo,2561,Sesame seed,vegetal,4448000,0.08,1.0,0.06,0.03
2482,46,Congo,2562,Palm kernels,vegetal,4448000,1.0,15.0,1.0,0.0
2483,46,Congo,2563,Olives (including preserved),vegetal,4448000,0.0,0.0,0.01,
2484,46,Congo,2570,"Oilcrops, Other",vegetal,4448000,0.76,9.0,0.81,0.41
2485,46,Congo,2571,Soyabean Oil,vegetal,4448000,0.43,4.0,0.16,
2486,46,Congo,2572,Groundnut Oil,vegetal,4448000,1.73,15.0,0.63,
2487,46,Congo,2573,Sunflowerseed Oil,vegetal,4448000,0.04,0.0,0.01,
2488,46,Congo,2574,Rape and Mustard Oil,vegetal,4448000,0.01,0.0,0.0,
2489,46,Congo,2575,Cottonseed Oil,vegetal,4448000,0.43,4.0,0.16,
2490,46,Congo,2576,Palmkernel Oil,vegetal,4448000,0.0,0.0,0.0,
2491,46,Congo,2577,Palm Oil,vegetal,4448000,21.43,189.0,7.82,
2492,46,Congo,2580,Olive Oil,vegetal,4448000,0.08,1.0,0.03,
2493,46,Congo,2582,Maize Germ Oil,vegetal,4448000,0.22,2.0,0.08,
2494,46,Congo,2586,"Oilcrops Oil, Other",vegetal,4448000,1.6,14.0,0.6,0.01
2495,46,Congo,2601,Tomatoes and products,vegetal,4448000,0.03,3.0,4.34,0.13
2496,46,Congo,2602,Onions,vegetal,4448000,0.0,2.0,1.78,0.05
2497,46,Congo,2605,"Vegetables, Other",vegetal,4448000,0.65,37.0,31.33,3.57
2498,46,Congo,2611,"Oranges, Mandarines",vegetal,4448000,0.01,2.0,2.96,0.03
2499,46,Congo,2612,"Lemons, Limes and products",vegetal,4448000,0.01,1.0,1.27,0.01
2500,46,Congo,2613,Grapefruit and products,vegetal,4448000,0.0,0.0,1.02,0.01
2501,46,Congo,2614,"Citrus, Other",vegetal,4448000,,0.0,0.21,
2502,46,Congo,2615,Bananas,vegetal,4448000,0.06,35.0,21.02,0.58
2503,46,Congo,2616,Plantains,vegetal,4448000,0.1,42.0,17.42,0.38
2504,46,Congo,2617,Apples and products,vegetal,4448000,0.0,1.0,0.78,0.0
2505,46,Congo,2618,Pineapples and products,vegetal,4448000,0.01,1.0,1.11,0.01
2506,46,Congo,2619,Dates,vegetal,4448000,,0.0,0.0,
2507,46,Congo,2620,Grapes and products (excl wine),vegetal,4448000,,1.0,0.45,0.01
2508,46,Congo,2625,"Fruits, Other",vegetal,4448000,0.71,26.0,18.96,0.28
2509,46,Congo,2630,Coffee and products,vegetal,4448000,,0.0,0.18,0.02
2510,46,Congo,2633,Cocoa Beans and products,vegetal,4448000,0.21,2.0,0.11,0.03
2511,46,Congo,2635,Tea (including mate),vegetal,4448000,,0.0,0.06,0.02
2512,46,Congo,2640,Pepper,vegetal,4448000,,0.0,0.02,0.0
2513,46,Congo,2641,Pimento,vegetal,4448000,0.0,0.0,0.0,
2514,46,Congo,2645,"Spices, Other",vegetal,4448000,0.05,1.0,0.11,0.03
2515,46,Congo,2655,Wine,vegetal,4448000,,2.0,1.03,
2516,46,Congo,2656,Beer,vegetal,4448000,,45.0,37.85,0.52
2517,46,Congo,2657,"Beverages, Fermented",vegetal,4448000,,0.0,0.0,
2518,46,Congo,2658,"Beverages, Alcoholic",vegetal,4448000,,6.0,0.76,
2519,46,Congo,2680,Infant food,vegetal,4448000,0.04,5.0,0.46,0.19
2520,46,Congo,2731,Bovine Meat,animal,4448000,1.13,18.0,4.35,1.82
2521,46,Congo,2732,Mutton & Goat Meat,animal,4448000,0.09,1.0,0.4,0.16
2522,46,Congo,2733,Pigmeat,animal,4448000,1.19,13.0,2.39,0.61
2523,46,Congo,2734,Poultry Meat,animal,4448000,2.7,44.0,13.02,4.51
2524,46,Congo,2735,"Meat, Other",animal,4448000,0.76,26.0,9.22,4.55
2525,46,Congo,2736,"Offals, Edible",animal,4448000,0.22,8.0,2.55,1.28
2526,46,Congo,2737,"Fats, Animals, Raw",animal,4448000,0.24,2.0,0.11,0.01
2527,46,Congo,2740,"Butter, Ghee",animal,4448000,0.08,1.0,0.04,0.0
2528,46,Congo,2743,Cream,animal,4448000,0.01,0.0,0.02,0.0
2529,46,Congo,2744,Eggs,animal,4448000,0.14,2.0,0.6,0.17
2530,46,Congo,2745,Honey,vegetal,4448000,,0.0,0.01,
2531,46,Congo,2761,Freshwater Fish,animal,4448000,0.56,16.0,8.18,2.45
2532,46,Congo,2762,Demersal Fish,animal,4448000,0.15,12.0,7.77,2.35
2533,46,Congo,2763,Pelagic Fish,animal,4448000,0.85,20.0,9.16,2.98
2534,46,Congo,2764,"Marine Fish, Other",animal,4448000,0.07,2.0,1.11,0.31
2535,46,Congo,2765,Crustaceans,animal,4448000,0.0,0.0,0.21,0.05
2536,46,Congo,2766,Cephalopods,animal,4448000,0.0,0.0,0.02,0.01
2537,46,Congo,2767,"Molluscs, Other",animal,4448000,0.0,0.0,0.02,0.0
2538,46,Congo,2769,"Aquatic Animals, Others",animal,4448000,0.0,0.0,0.0,0.0
2539,46,Congo,2775,Aquatic Plants,animal,4448000,0.0,0.0,0.0,0.0
2540,46,Congo,2781,"Fish, Body Oil",animal,4448000,0.0,0.0,0.0,0.0
2541,46,Congo,2782,"Fish, Liver Oil",animal,4448000,0.0,0.0,0.0,0.0
2542,46,Congo,2805,Rice (Milled Equivalent),vegetal,4448000,0.23,164.0,16.51,3.18
2543,46,Congo,2848,Milk - Excluding Butter,animal,4448000,0.92,20.0,10.69,0.98
2544,46,Congo,2899,Miscellaneous,vegetal,4448000,0.02,2.0,,0.05
2545,48,Costa Rica,2511,Wheat and products,vegetal,4872000,1.11,316.0,39.31,8.09
2546,48,Costa Rica,2513,Barley and products,vegetal,4872000,0.11,22.0,3.14,0.78
2547,48,Costa Rica,2514,Maize and products,vegetal,4872000,1.21,101.0,10.77,2.64
2548,48,Costa Rica,2515,Rye and products,vegetal,4872000,,0.0,0.0,
2549,48,Costa Rica,2516,Oats,vegetal,4872000,0.14,9.0,1.48,0.36
2550,48,Costa Rica,2520,"Cereals, Other",vegetal,4872000,0.0,1.0,0.07,0.02
2551,48,Costa Rica,2531,Potatoes and products,vegetal,4872000,0.05,26.0,15.41,0.61
2552,48,Costa Rica,2532,Cassava and products,vegetal,4872000,0.03,12.0,4.43,0.12
2553,48,Costa Rica,2533,Sweet potatoes,vegetal,4872000,,0.0,0.02,0.0
2554,48,Costa Rica,2534,"Roots, Other",vegetal,4872000,0.03,12.0,4.21,0.19
2555,48,Costa Rica,2535,Yams,vegetal,4872000,0.01,3.0,0.92,0.03
2556,48,Costa Rica,2541,Sugar non-centrifugal,vegetal,4872000,0.03,23.0,2.36,0.03
2557,48,Costa Rica,2542,Sugar (Raw Equivalent),vegetal,4872000,,467.0,48.0,
2558,48,Costa Rica,2543,"Sweeteners, Other",vegetal,4872000,,18.0,1.94,0.0
2559,48,Costa Rica,2546,Beans,vegetal,4872000,0.44,93.0,10.08,6.08
2560,48,Costa Rica,2547,Peas,vegetal,4872000,0.0,1.0,0.1,0.06
2561,48,Costa Rica,2549,"Pulses, Other and products",vegetal,4872000,0.04,4.0,0.4,0.23
2562,48,Costa Rica,2551,Nuts and products,vegetal,4872000,0.78,8.0,0.81,0.21
2563,48,Costa Rica,2555,Soyabeans,vegetal,4872000,0.75,14.0,1.54,1.59
2564,48,Costa Rica,2556,Groundnuts (Shelled Eq),vegetal,4872000,0.69,9.0,0.57,0.4
2565,48,Costa Rica,2557,Sunflower seed,vegetal,4872000,0.11,1.0,0.14,0.05
2566,48,Costa Rica,2558,Rape and Mustardseed,vegetal,4872000,0.0,0.0,0.0,0.0
2567,48,Costa Rica,2560,Coconuts - Incl Copra,vegetal,4872000,0.43,5.0,1.25,0.05
2568,48,Costa Rica,2563,Olives (including preserved),vegetal,4872000,0.03,0.0,0.13,0.0
2569,48,Costa Rica,2570,"Oilcrops, Other",vegetal,4872000,0.0,0.0,0.0,0.0
2570,48,Costa Rica,2571,Soyabean Oil,vegetal,4872000,18.15,160.0,6.62,
2571,48,Costa Rica,2572,Groundnut Oil,vegetal,4872000,0.0,0.0,0.0,
2572,48,Costa Rica,2573,Sunflowerseed Oil,vegetal,4872000,2.01,18.0,0.73,
2573,48,Costa Rica,2575,Cottonseed Oil,vegetal,4872000,0.0,0.0,0.0,
2574,48,Costa Rica,2576,Palmkernel Oil,vegetal,4872000,0.0,0.0,0.0,0.0
2575,48,Costa Rica,2577,Palm Oil,vegetal,4872000,17.36,153.0,6.4,0.01
2576,48,Costa Rica,2578,Coconut Oil,vegetal,4872000,0.05,0.0,0.02,
2577,48,Costa Rica,2579,Sesameseed Oil,vegetal,4872000,0.17,2.0,0.06,
2578,48,Costa Rica,2580,Olive Oil,vegetal,4872000,0.87,8.0,0.32,
2579,48,Costa Rica,2582,Maize Germ Oil,vegetal,4872000,0.56,5.0,0.21,
2580,48,Costa Rica,2586,"Oilcrops Oil, Other",vegetal,4872000,0.0,0.0,0.0,0.0
2581,48,Costa Rica,2601,Tomatoes and products,vegetal,4872000,0.17,16.0,23.04,0.7
2582,48,Costa Rica,2602,Onions,vegetal,4872000,0.04,8.0,7.53,0.27
2583,48,Costa Rica,2605,"Vegetables, Other",vegetal,4872000,0.11,17.0,19.08,0.51
2584,48,Costa Rica,2611,"Oranges, Mandarines",vegetal,4872000,0.04,17.0,29.43,0.28
2585,48,Costa Rica,2612,"Lemons, Limes and products",vegetal,4872000,0.04,3.0,6.55,0.11
2586,48,Costa Rica,2613,Grapefruit and products,vegetal,4872000,0.01,2.0,4.17,0.03
2587,48,Costa Rica,2614,"Citrus, Other",vegetal,4872000,,0.0,0.06,0.0
2588,48,Costa Rica,2615,Bananas,vegetal,4872000,0.0,1.0,0.46,0.01
2589,48,Costa Rica,2616,Plantains,vegetal,4872000,0.09,37.0,15.98,0.31
2590,48,Costa Rica,2617,Apples and products,vegetal,4872000,0.03,7.0,8.31,0.02
2591,48,Costa Rica,2618,Pineapples and products,vegetal,4872000,0.06,33.0,29.17,0.18
2592,48,Costa Rica,2619,Dates,vegetal,4872000,,0.0,0.0,0.0
2593,48,Costa Rica,2620,Grapes and products (excl wine),vegetal,4872000,0.02,4.0,2.61,0.04
2594,48,Costa Rica,2625,"Fruits, Other",vegetal,4872000,1.83,43.0,36.64,0.52
2595,48,Costa Rica,2630,Coffee and products,vegetal,4872000,,3.0,2.59,0.39
2596,48,Costa Rica,2633,Cocoa Beans and products,vegetal,4872000,0.91,10.0,1.04,0.17
2597,48,Costa Rica,2635,Tea (including mate),vegetal,4872000,,0.0,0.1,0.02
2598,48,Costa Rica,2640,Pepper,vegetal,4872000,0.02,2.0,0.27,0.08
2599,48,Costa Rica,2642,Cloves,vegetal,4872000,0.0,0.0,0.0,0.0
2600,48,Costa Rica,2645,"Spices, Other",vegetal,4872000,0.04,1.0,0.16,0.04
2601,48,Costa Rica,2655,Wine,vegetal,4872000,,4.0,2.02,
2602,48,Costa Rica,2656,Beer,vegetal,4872000,,13.0,12.69,0.1
2603,48,Costa Rica,2657,"Beverages, Fermented",vegetal,4872000,,0.0,0.04,
2604,48,Costa Rica,2658,"Beverages, Alcoholic",vegetal,4872000,,65.0,8.07,
2605,48,Costa Rica,2680,Infant food,vegetal,4872000,0.05,6.0,0.62,0.26
2606,48,Costa Rica,2731,Bovine Meat,animal,4872000,2.67,50.0,15.23,6.2
2607,48,Costa Rica,2732,Mutton & Goat Meat,animal,4872000,0.01,0.0,0.02,0.01
2608,48,Costa Rica,2733,Pigmeat,animal,4872000,2.39,33.0,10.28,2.64
2609,48,Costa Rica,2734,Poultry Meat,animal,4872000,5.86,84.0,24.47,7.32
2610,48,Costa Rica,2735,"Meat, Other",animal,4872000,0.0,0.0,0.0,0.0
2611,48,Costa Rica,2736,"Offals, Edible",animal,4872000,0.14,5.0,1.82,0.92
2612,48,Costa Rica,2737,"Fats, Animals, Raw",animal,4872000,8.47,77.0,3.88,0.08
2613,48,Costa Rica,2740,"Butter, Ghee",animal,4872000,2.97,26.0,1.33,0.03
2614,48,Costa Rica,2744,Eggs,animal,4872000,2.49,38.0,10.55,2.86
2615,48,Costa Rica,2745,Honey,vegetal,4872000,,2.0,0.26,0.0
2616,48,Costa Rica,2761,Freshwater Fish,animal,4872000,0.34,9.0,5.97,1.5
2617,48,Costa Rica,2762,Demersal Fish,animal,4872000,0.01,1.0,0.6,0.12
2618,48,Costa Rica,2763,Pelagic Fish,animal,4872000,0.61,12.0,4.15,1.48
2619,48,Costa Rica,2764,"Marine Fish, Other",animal,4872000,0.04,1.0,0.6,0.17
2620,48,Costa Rica,2765,Crustaceans,animal,4872000,0.01,1.0,0.89,0.26
2621,48,Costa Rica,2766,Cephalopods,animal,4872000,0.01,1.0,0.29,0.12
2622,48,Costa Rica,2767,"Molluscs, Other",animal,4872000,0.0,0.0,0.39,0.03
2623,48,Costa Rica,2769,"Aquatic Animals, Others",animal,4872000,0.0,0.0,0.02,0.0
2624,48,Costa Rica,2775,Aquatic Plants,animal,4872000,0.0,0.0,0.0,0.0
2625,48,Costa Rica,2781,"Fish, Body Oil",animal,4872000,0.0,0.0,0.0,0.0
2626,48,Costa Rica,2782,"Fish, Liver Oil",animal,4872000,0.0,0.0,0.0,0.0
2627,48,Costa Rica,2805,Rice (Milled Equivalent),vegetal,4872000,0.72,428.0,45.69,8.47
2628,48,Costa Rica,2848,Milk - Excluding Butter,animal,4872000,15.06,295.0,183.28,17.25
2629,48,Costa Rica,2899,Miscellaneous,vegetal,4872000,0.0,0.0,,0.0
2630,49,Cuba,2511,Wheat and products,vegetal,11266000,1.35,395.0,54.62,10.5
2631,49,Cuba,2514,Maize and products,vegetal,11266000,3.16,265.0,28.2,6.9
2632,49,Cuba,2515,Rye and products,vegetal,11266000,,0.0,0.0,
2633,49,Cuba,2516,Oats,vegetal,11266000,0.0,0.0,0.0,0.0
2634,49,Cuba,2520,"Cereals, Other",vegetal,11266000,0.0,0.0,0.06,0.01
2635,49,Cuba,2531,Potatoes and products,vegetal,11266000,0.03,17.0,9.47,0.24
2636,49,Cuba,2532,Cassava and products,vegetal,11266000,0.14,75.0,25.3,0.35
2637,49,Cuba,2533,Sweet potatoes,vegetal,11266000,0.23,73.0,27.51,0.83
2638,49,Cuba,2534,"Roots, Other",vegetal,11266000,0.1,37.0,12.46,0.58
2639,49,Cuba,2535,Yams,vegetal,11266000,0.14,68.0,24.66,0.88
2640,49,Cuba,2542,Sugar (Raw Equivalent),vegetal,11266000,,517.0,52.94,
2641,49,Cuba,2543,"Sweeteners, Other",vegetal,11266000,,1.0,0.21,
2642,49,Cuba,2546,Beans,vegetal,11266000,0.68,143.0,15.49,9.34
2643,49,Cuba,2549,"Pulses, Other and products",vegetal,11266000,0.32,53.0,5.72,3.44
2644,49,Cuba,2551,Nuts and products,vegetal,11266000,0.02,0.0,0.03,0.01
2645,49,Cuba,2555,Soyabeans,vegetal,11266000,3.12,58.0,6.34,6.59
2646,49,Cuba,2556,Groundnuts (Shelled Eq),vegetal,11266000,0.24,3.0,0.2,0.14
2647,49,Cuba,2557,Sunflower seed,vegetal,11266000,0.01,0.0,0.02,0.01
2648,49,Cuba,2558,Rape and Mustardseed,vegetal,11266000,0.0,0.0,0.0,0.0
2649,49,Cuba,2560,Coconuts - Incl Copra,vegetal,11266000,1.77,19.0,5.17,0.23
2650,49,Cuba,2561,Sesame seed,vegetal,11266000,0.0,0.0,0.0,0.0
2651,49,Cuba,2563,Olives (including preserved),vegetal,11266000,0.02,0.0,0.08,0.0
2652,49,Cuba,2570,"Oilcrops, Other",vegetal,11266000,,0.0,,
2653,49,Cuba,2571,Soyabean Oil,vegetal,11266000,19.43,172.0,7.09,
2654,49,Cuba,2572,Groundnut Oil,vegetal,11266000,0.16,1.0,0.06,
2655,49,Cuba,2573,Sunflowerseed Oil,vegetal,11266000,0.27,2.0,0.1,
2656,49,Cuba,2577,Palm Oil,vegetal,11266000,0.29,3.0,0.11,
2657,49,Cuba,2578,Coconut Oil,vegetal,11266000,0.03,0.0,0.01,
2658,49,Cuba,2579,Sesameseed Oil,vegetal,11266000,0.0,0.0,0.0,
2659,49,Cuba,2580,Olive Oil,vegetal,11266000,0.09,1.0,0.03,
2660,49,Cuba,2582,Maize Germ Oil,vegetal,11266000,0.0,0.0,0.0,
2661,49,Cuba,2586,"Oilcrops Oil, Other",vegetal,11266000,0.22,2.0,0.08,0.0
2662,49,Cuba,2601,Tomatoes and products,vegetal,11266000,0.45,31.0,54.47,1.2
2663,49,Cuba,2602,Onions,vegetal,11266000,0.06,11.0,10.17,0.36
2664,49,Cuba,2605,"Vegetables, Other",vegetal,11266000,0.35,48.0,80.66,2.24
2665,49,Cuba,2611,"Oranges, Mandarines",vegetal,11266000,0.02,6.0,6.97,0.1
2666,49,Cuba,2612,"Lemons, Limes and products",vegetal,11266000,0.0,0.0,0.43,0.01
2667,49,Cuba,2613,Grapefruit and products,vegetal,11266000,0.01,2.0,2.97,0.03
2668,49,Cuba,2614,"Citrus, Other",vegetal,11266000,0.0,0.0,0.22,0.0
2669,49,Cuba,2615,Bananas,vegetal,11266000,0.1,21.0,11.87,0.26
2670,49,Cuba,2616,Plantains,vegetal,11266000,0.24,92.0,44.65,0.73
2671,49,Cuba,2617,Apples and products,vegetal,11266000,0.0,0.0,0.34,0.0
2672,49,Cuba,2618,Pineapples and products,vegetal,11266000,0.02,6.0,6.63,0.04
2673,49,Cuba,2619,Dates,vegetal,11266000,,0.0,0.0,
2674,49,Cuba,2620,Grapes and products (excl wine),vegetal,11266000,0.0,0.0,0.2,0.0
2675,49,Cuba,2625,"Fruits, Other",vegetal,11266000,0.35,46.0,64.28,0.49
2676,49,Cuba,2630,Coffee and products,vegetal,11266000,,2.0,1.59,0.29
2677,49,Cuba,2633,Cocoa Beans and products,vegetal,11266000,0.19,2.0,0.53,0.11
2678,49,Cuba,2635,Tea (including mate),vegetal,11266000,,0.0,0.0,0.0
2679,49,Cuba,2640,Pepper,vegetal,11266000,0.0,0.0,0.0,0.0
2680,49,Cuba,2641,Pimento,vegetal,11266000,0.0,0.0,0.01,0.0
2681,49,Cuba,2642,Cloves,vegetal,11266000,,0.0,0.0,
2682,49,Cuba,2645,"Spices, Other",vegetal,11266000,0.06,1.0,0.15,0.05
2683,49,Cuba,2655,Wine,vegetal,11266000,,3.0,1.55,
2684,49,Cuba,2656,Beer,vegetal,11266000,,23.0,23.69,0.19
2685,49,Cuba,2657,"Beverages, Fermented",vegetal,11266000,,0.0,0.07,
2686,49,Cuba,2658,"Beverages, Alcoholic",vegetal,11266000,,39.0,7.97,
2687,49,Cuba,2680,Infant food,vegetal,11266000,0.0,0.0,0.03,0.01
2688,49,Cuba,2731,Bovine Meat,animal,11266000,2.94,37.0,6.39,2.48
2689,49,Cuba,2732,Mutton & Goat Meat,animal,11266000,0.46,6.0,1.24,0.52
2690,49,Cuba,2733,Pigmeat,animal,11266000,11.45,129.0,19.82,6.02
2691,49,Cuba,2734,Poultry Meat,animal,11266000,4.74,69.0,20.15,6.13
2692,49,Cuba,2735,"Meat, Other",animal,11266000,2.47,38.0,6.33,3.65
2693,49,Cuba,2736,"Offals, Edible",animal,11266000,0.17,6.0,1.97,0.97
2694,49,Cuba,2737,"Fats, Animals, Raw",animal,11266000,1.65,15.0,0.74,0.0
2695,49,Cuba,2740,"Butter, Ghee",animal,11266000,0.59,5.0,0.26,0.01
2696,49,Cuba,2743,Cream,animal,11266000,0.0,0.0,0.0,0.0
2697,49,Cuba,2744,Eggs,animal,11266000,2.32,35.0,9.82,2.67
2698,49,Cuba,2745,Honey,vegetal,11266000,,1.0,0.13,0.0
2699,49,Cuba,2761,Freshwater Fish,animal,11266000,0.16,4.0,2.37,0.7
2700,49,Cuba,2762,Demersal Fish,animal,11266000,0.01,1.0,0.89,0.17
2701,49,Cuba,2763,Pelagic Fish,animal,11266000,0.13,3.0,1.16,0.36
2702,49,Cuba,2764,"Marine Fish, Other",animal,11266000,0.02,1.0,0.34,0.1
2703,49,Cuba,2765,Crustaceans,animal,11266000,0.01,1.0,0.46,0.17
